,category,href,source,text,title,tokens,text_short
422,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Help-for-my-son/show/745564,http://www.medhelp.org,"
        Hi Tara
I was so glad to read your post. My son, 13 now was diagnosed with Asperger's 5 years ago. My husband refuses to acknowledge this & as a consequence there is always a stressful atmosphere at home. There is also no help group/person qualified to help us where we live in the Middle-East. He is high functioning & pretty good at his studies, very social, but has problems with eating certain foods, and absolutely no idea of time/responsibility, & gets irritable very easily. He also tends to switch off in class, & has problems organizing his books, clothes, notes etc. I am trying get in touch with a support group/qualified person, & also trying to get more info. about Asperger's.
    ",Help for my son,"['help', 'for', 'my', 'son', 'hi', 'tara', 'i', 'was', 'so', 'glad', 'to', 'read', 'your', 'post', 'my', 'son', '13', 'now', 'was', 'diagnosed', 'with', 'asperger', 's', '5', 'years', 'ago', 'my', 'husband', 'refuses', 'to', 'acknowledge', 'this', 'as', 'a', 'consequence', 'there', 'is', 'always', 'a', 'stressful', 'atmosphere', 'at', 'home', 'there', 'is', 'also', 'no', 'help', 'group', 'person', 'qualified', 'to', 'help', 'us', 'where', 'we', 'live', 'in', 'the', 'middle', 'east', 'he', 'is', 'high', 'functioning', 'pretty', 'good', 'at', 'his', 'studies', 'very', 'social', 'but', 'has', 'problems', 'with', 'eating', 'certain', 'foods', 'and', 'absolutely', 'no', 'idea', 'of', 'time', 'responsibility', 'gets', 'irritable', 'very', 'easily', 'he', 'also', 'tends', 'to', 'switch', 'off', 'in', 'class', 'has', 'problems', 'organizing', 'his', 'books', 'clothes', 'notes', 'etc', 'i', 'am', 'trying', 'get', 'in', 'touch', 'with', 'a', 'support', 'group', 'qualified', 'person', 'also', 'trying', 'to', 'get', 'more', 'info', 'about', 'asperger', 's']","
        Hi Tara
I was so glad to read your post. My son, 13 now was diagnosed with Asperger's 5 years ago. My husband refuses to acknowledge this & as a consequence there is always a stressful atmosphere at home. There is also no help group/person qualified to help us where we live in the Middle-Ea"
423,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/My-5-year-old-son/show/739803,http://www.medhelp.org,"
        I am a parent of a 7 year old high functioning autistic child and I would disagree with the expert when she says the repeating of dialogue is inappropriate for the situation.  That is not true.  Indeed the higher the cognitive level of the child the more appropriate it is and in some circumstances it can fool professionals into thinking that they have advanced verbal skills.  An experienced Speech and Language Therapist who has experience of autistic spectrum disorders as well as speech impairments should be able to assess his speech and communication and social interaction skills.
Out of interest, also google Semantic Pragmatic Speech Disorder to see if that is relevant.
Other indications are speaking with an accent.  For example my son is English but speaks with an American accent.  Also strange voice intonation or inflextion or emphasis or how words are pronounced. 
Echolalia is also an indication of a top down learning style rather than a bottom up learning style.  It means they learn things whole or in chunks rather than putting pieces of information together and analysing it.  If that is the case then his school work needs to be differentiated to take this different learning style into account.  
    ",My 5 year old son,"['my', '5', 'year', 'old', 'son', 'i', 'am', 'a', 'parent', 'of', 'a', '7', 'year', 'old', 'high', 'functioning', 'autistic', 'child', 'and', 'i', 'would', 'disagree', 'with', 'the', 'expert', 'when', 'she', 'says', 'the', 'repeating', 'of', 'dialogue', 'is', 'inappropriate', 'for', 'the', 'situation', 'that', 'is', 'not', 'true', 'indeed', 'the', 'higher', 'the', 'cognitive', 'level', 'of', 'the', 'child', 'the', 'more', 'appropriate', 'it', 'is', 'and', 'in', 'some', 'circumstances', 'it', 'can', 'fool', 'professionals', 'into', 'thinking', 'that', 'they', 'have', 'advanced', 'verbal', 'skills', 'an', 'experienced', 'speech', 'and', 'language', 'therapist', 'who', 'has', 'experience', 'of', 'autistic', 'spectrum', 'disorders', 'as', 'well', 'as', 'speech', 'impairments', 'should', 'be', 'able', 'to', 'assess', 'his', 'speech', 'and', 'communication', 'and', 'social', 'interaction', 'skills', 'out', 'of', 'interest', 'also', 'google', 'semantic', 'pragmatic', 'speech', 'disorder', 'to', 'see', 'if', 'that', 'is', 'relevant', 'other', 'indications', 'are', 'speaking', 'with', 'an', 'accent', 'for', 'example', 'my', 'son', 'is', 'english', 'but', 'speaks', 'with', 'an', 'american', 'accent', 'also', 'strange', 'voice', 'intonation', 'or', 'inflextion', 'or', 'emphasis', 'or', 'how', 'words', 'are', 'pronounced', 'echolalia', 'is', 'also', 'an', 'indication', 'of', 'a', 'top', 'down', 'learning', 'style', 'rather', 'than', 'a', 'bottom', 'up', 'learning', 'style', 'it', 'means', 'they', 'learn', 'things', 'whole', 'or', 'in', 'chunks', 'rather', 'than', 'putting', 'pieces', 'of', 'information', 'together', 'and', 'analysing', 'it', 'if', 'that', 'is', 'the', 'case', 'then', 'his', 'school', 'work', 'needs', 'to', 'be', 'differentiated', 'to', 'take', 'this', 'different', 'learning', 'style', 'into', 'account']","
        I am a parent of a 7 year old high functioning autistic child and I would disagree with the expert when she says the repeating of dialogue is inappropriate for the situation.  That is not true.  Indeed the higher the cognitive level of the child the more appropriate it is and in some circum"
424,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Helping-my-son/show/743168,http://www.medhelp.org,"
        Thank you so much for responding to my post.  My son is already seeing one of the Behavior Analyst that is listed on bacb.com.  He is seeing her through the school system.  Unfortunately we haven't seen very much improvement in his behavior.  His Neurologist has just added a mood stabilizer to go along with him other meds. It's Abilify  5 mg.  Hopefully this will help with some of the problems we have been facing.

Thanks for you help, I very much appreciated it.
    ",Helping my son,"['helping', 'my', 'son', 'thank', 'you', 'so', 'much', 'for', 'responding', 'to', 'my', 'post', 'my', 'son', 'is', 'already', 'seeing', 'one', 'of', 'the', 'behavior', 'analyst', 'that', 'is', 'listed', 'on', 'bacb', 'com', 'he', 'is', 'seeing', 'her', 'through', 'the', 'school', 'system', 'unfortunately', 'we', 'haven', 't', 'seen', 'very', 'much', 'improvement', 'in', 'his', 'behavior', 'his', 'neurologist', 'has', 'just', 'added', 'a', 'mood', 'stabilizer', 'to', 'go', 'along', 'with', 'him', 'other', 'meds', 'it', 's', 'abilify', '5', 'mg', 'hopefully', 'this', 'will', 'help', 'with', 'some', 'of', 'the', 'problems', 'we', 'have', 'been', 'facing', 'thanks', 'for', 'you', 'help', 'i', 'very', 'much', 'appreciated', 'it']","
        Thank you so much for responding to my post.  My son is already seeing one of the Behavior Analyst that is listed on bacb.com.  He is seeing her through the school system.  Unfortunately we haven't seen very much improvement in his behavior.  His Neurologist has just added a mood stabilizer"
425,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/language-delay/show/748023,http://www.medhelp.org,"
        A related discussion, Speech Delay in my 3 Yea Old was started.
    ",language delay,"['language', 'delay', 'a', 'related', 'discussion', 'speech', 'delay', 'in', 'my', '3', 'yea', 'old', 'was', 'started']","
        A related discussion, Speech Delay in my 3 Yea Old was started.
    "
426,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/blood-pressure-meds-for-aspie-kids/show/741434,http://www.medhelp.org,"
        thank you, i just called this doctors office, it was a year wait
we are moving in a few months so thats not going to work
we did hire a therapist who came into our home twice a week for a year, that was a little helpful, but i have noticed that taking time off, and spending more time with him, has helped more than therapy
maybe our regular ped. can help us, explore the clonidine options, i wanted to make sure, this was ok, before i approach her with the clonidine idea
thanku

    ",blood pressure meds for aspie kids,"['blood', 'pressure', 'meds', 'for', 'aspie', 'kids', 'thank', 'you', 'i', 'just', 'called', 'this', 'doctors', 'office', 'it', 'was', 'a', 'year', 'wait', 'we', 'are', 'moving', 'in', 'a', 'few', 'months', 'so', 'thats', 'not', 'going', 'to', 'work', 'we', 'did', 'hire', 'a', 'therapist', 'who', 'came', 'into', 'our', 'home', 'twice', 'a', 'week', 'for', 'a', 'year', 'that', 'was', 'a', 'little', 'helpful', 'but', 'i', 'have', 'noticed', 'that', 'taking', 'time', 'off', 'and', 'spending', 'more', 'time', 'with', 'him', 'has', 'helped', 'more', 'than', 'therapy', 'maybe', 'our', 'regular', 'ped', 'can', 'help', 'us', 'explore', 'the', 'clonidine', 'options', 'i', 'wanted', 'to', 'make', 'sure', 'this', 'was', 'ok', 'before', 'i', 'approach', 'her', 'with', 'the', 'clonidine', 'idea', 'thanku']","
        thank you, i just called this doctors office, it was a year wait
we are moving in a few months so thats not going to work
we did hire a therapist who came into our home twice a week for a year, that was a little helpful, but i have noticed that taking time off, and spending more time with h"
427,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Frustrated-with-no-diagnosis/show/734780,http://www.medhelp.org,"
        I would want a second opinion.  I would go back to your GP/Paediatrician and tell them you want referring to a multi-disciplinary team that has experience of diagnosing autism and aspergers.  Have you googled DSM IV Aspergers/Autism/PDD NOS to get the clinical criteria the professionals are looking for?  As you will see any child only has to get some of the behaviours in the areas mentioned.  I would then begin making a daily diary of behaviours he shows that meets the criteria.
When my son was being assessed he was seen at home and school on a number of occasions by various professionals for the very reason that these children do tend to behave differently in different environments.  We were also asked to video him at home for them to look at.
I think you need to be referred to a centre that has deals exclusively with speech and communication disorders such as those on the autistic spectrum.  Other professionls simply dont always see the autism in the behaviours and it leaves the parents with no answers.  
Of course it maybe that your son does have a mixture of ASD and ADHD.  But again it takes time and numerous observations to make that decision.  It took over 18 months for my son to get a diagnosis and he was seen by around 5 professionals and each one saw him at least twice.
    ",Frustrated with no diagnosis,"['frustrated', 'with', 'no', 'diagnosis', 'i', 'would', 'want', 'a', 'second', 'opinion', 'i', 'would', 'go', 'back', 'to', 'your', 'gp', 'paediatrician', 'and', 'tell', 'them', 'you', 'want', 'referring', 'to', 'a', 'multi', 'disciplinary', 'team', 'that', 'has', 'experience', 'of', 'diagnosing', 'autism', 'and', 'aspergers', 'have', 'you', 'googled', 'dsm', 'iv', 'aspergers', 'autism', 'pdd', 'nos', 'to', 'get', 'the', 'clinical', 'criteria', 'the', 'professionals', 'are', 'looking', 'for', 'as', 'you', 'will', 'see', 'any', 'child', 'only', 'has', 'to', 'get', 'some', 'of', 'the', 'behaviours', 'in', 'the', 'areas', 'mentioned', 'i', 'would', 'then', 'begin', 'making', 'a', 'daily', 'diary', 'of', 'behaviours', 'he', 'shows', 'that', 'meets', 'the', 'criteria', 'when', 'my', 'son', 'was', 'being', 'assessed', 'he', 'was', 'seen', 'at', 'home', 'and', 'school', 'on', 'a', 'number', 'of', 'occasions', 'by', 'various', 'professionals', 'for', 'the', 'very', 'reason', 'that', 'these', 'children', 'do', 'tend', 'to', 'behave', 'differently', 'in', 'different', 'environments', 'we', 'were', 'also', 'asked', 'to', 'video', 'him', 'at', 'home', 'for', 'them', 'to', 'look', 'at', 'i', 'think', 'you', 'need', 'to', 'be', 'referred', 'to', 'a', 'centre', 'that', 'has', 'deals', 'exclusively', 'with', 'speech', 'and', 'communication', 'disorders', 'such', 'as', 'those', 'on', 'the', 'autistic', 'spectrum', 'other', 'professionls', 'simply', 'dont', 'always', 'see', 'the', 'autism', 'in', 'the', 'behaviours', 'and', 'it', 'leaves', 'the', 'parents', 'with', 'no', 'answers', 'of', 'course', 'it', 'maybe', 'that', 'your', 'son', 'does', 'have', 'a', 'mixture', 'of', 'asd', 'and', 'adhd', 'but', 'again', 'it', 'takes', 'time', 'and', 'numerous', 'observations', 'to', 'make', 'that', 'decision', 'it', 'took', 'over', '18', 'months', 'for', 'my', 'son', 'to', 'get', 'a', 'diagnosis', 'and', 'he', 'was', 'seen', 'by', 'around', '5', 'professionals', 'and', 'each', 'one', 'saw', 'him', 'at', 'least', 'twice']","
        I would want a second opinion.  I would go back to your GP/Paediatrician and tell them you want referring to a multi-disciplinary team that has experience of diagnosing autism and aspergers.  Have you googled DSM IV Aspergers/Autism/PDD NOS to get the clinical criteria the professionals are"
428,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Any-Suggestions/show/738309,http://www.medhelp.org,"
        How about trying a computer drawing program?  My daugther has a writing surface and pen that is hooked up to the computer so what you draw is on the screen.  The images can be saved on the computer.  Maybe if he had that he wouldn't be compelled to write on every piece of paper he sees.  Good luck!
    ",Any Suggestions??,"['any', 'suggestions', 'how', 'about', 'trying', 'a', 'computer', 'drawing', 'program', 'my', 'daugther', 'has', 'a', 'writing', 'surface', 'and', 'pen', 'that', 'is', 'hooked', 'up', 'to', 'the', 'computer', 'so', 'what', 'you', 'draw', 'is', 'on', 'the', 'screen', 'the', 'images', 'can', 'be', 'saved', 'on', 'the', 'computer', 'maybe', 'if', 'he', 'had', 'that', 'he', 'wouldn', 't', 'be', 'compelled', 'to', 'write', 'on', 'every', 'piece', 'of', 'paper', 'he', 'sees', 'good', 'luck']","
        How about trying a computer drawing program?  My daugther has a writing surface and pen that is hooked up to the computer so what you draw is on the screen.  The images can be saved on the computer.  Maybe if he had that he wouldn't be compelled to write on every piece of paper he sees.  Go"
429,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/Relating-to-Aspbergers/show/736241,http://www.medhelp.org,"
        I would definitely get him tested for Asperger's.  Many people with AS also have ADHD.  By what you've said, he very well could be on the spectrum.
    ",Relating to Aspbergers,"['relating', 'to', 'aspbergers', 'i', 'would', 'definitely', 'get', 'him', 'tested', 'for', 'asperger', 's', 'many', 'people', 'with', 'as', 'also', 'have', 'adhd', 'by', 'what', 'you', 've', 'said', 'he', 'very', 'well', 'could', 'be', 'on', 'the', 'spectrum']","
        I would definitely get him tested for Asperger's.  Many people with AS also have ADHD.  By what you've said, he very well could be on the spectrum.
    "
430,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/How-can-I-tell-if-my-son-has-Autism/show/728648,http://www.medhelp.org,"
        Go onto the Autism forum and click on the Health Page icon on the top right hand corner of the page.  Click on ""Bhavioural Characteristics Behind a Diagnosis of Autism (ASDs).  I am a parent of a 7 year old child on the spectrum.  I have posted the DSM IV criteria for getting a diagnosis of autistic spectrum disorder, and parents have posted examples of their child's behaviour that meets the criteria.  That might help you recognise your own son in those behaviours.  You will see that any child only has to have a certain amount of the characteristics out of each section.  So no child will have all of the characteristics and every child will be different.
Regarding repeating questions, words etc - google Echolalia and Autism and also Perseverant Speech and Autism and see if that sounds like what he is doing.  If it is then he probably has a speech disorder that needs to be assessed by a Speech and Language Therapist.  She should assess his expressive and receptive speech as well as assess for Semantic Pragmatic Speech Disorder.  Difficulties with language and communication can cause many behavioural problems because they are struggling with something we do so naturally.
Also google Sensory Integration Disorder to see if that sounds relevant.  Is your son over or under sensitive in any of his senses?
Sometimes not caring about consequences is really that they cannot see the consequences of their actions - there is a difference.  Problems with predicting outcomes can be associated with poor Theory of Mind - google that to see if it is relevant.  If it is then poor TOM is associated with autistic spectrum disorders, as are the above disorders mentioned.
Tantrums, getting violent, very emotional, sudden outbursts etc are also typical of autistic spectrum disorders.  If there is a lack of control of emotions then triggers can cause them to be totally overwhelmed with emotions that they cannot stop or bring under control.  Alot of work has to be done to get your son to recognise his emotional state and to teach him appropriate ways of calming down and coping strategies.  Again a Speech and Language Therapist and Educational Psychologist should be working with you on this.  
If you have a gut feeling that there is something else, then that may well be the case.  My son has an ASD and I suspect he also has aspects of ADD.  All of my other gut feelings relating to his speech problems, dyslexia, visual problems etc have all turned out to be true.  
So look into the above mentioned disorders, as having any one of them will lead to enormous amounts of frustration and behavioural difficulties.  And then go to your GP and say although my son has a diagnosis of ADHD I believe he also has XXXX and I want him referred to professionals who have experience of diagnosing this disorder.
What is your son like off meds?  If taking them makes him worse, and there is no noticeable benefit to him being on meds, then I would speak with his GP about gradually weaning him off them for a time to see how he is.
As you probably know, disorders such as ADHD or ADS can also have anxiety and depression/bi-polar with them as well, so you will need to keep a very close eye on him when he is coming off meds.
Regarding meds, many people on the spectrum have posted saying that normal doses of medications can be too powerful for them.  So when trying anything new it might be worth discussions starting on a very very low dose and gradually increase over time if it is beneficial.
As he is verbal what is his reason for wanting to hurt himself and others?
    ",How can I tell if my son has Autism?,"['how', 'can', 'i', 'tell', 'if', 'my', 'son', 'has', 'autism', 'go', 'onto', 'the', 'autism', 'forum', 'and', 'click', 'on', 'the', 'health', 'page', 'icon', 'on', 'the', 'top', 'right', 'hand', 'corner', 'of', 'the', 'page', 'click', 'on', 'bhavioural', 'characteristics', 'behind', 'a', 'diagnosis', 'of', 'autism', 'asds', 'i', 'am', 'a', 'parent', 'of', 'a', '7', 'year', 'old', 'child', 'on', 'the', 'spectrum', 'i', 'have', 'posted', 'the', 'dsm', 'iv', 'criteria', 'for', 'getting', 'a', 'diagnosis', 'of', 'autistic', 'spectrum', 'disorder', 'and', 'parents', 'have', 'posted', 'examples', 'of', 'their', 'child', 's', 'behaviour', 'that', 'meets', 'the', 'criteria', 'that', 'might', 'help', 'you', 'recognise', 'your', 'own', 'son', 'in', 'those', 'behaviours', 'you', 'will', 'see', 'that', 'any', 'child', 'only', 'has', 'to', 'have', 'a', 'certain', 'amount', 'of', 'the', 'characteristics', 'out', 'of', 'each', 'section', 'so', 'no', 'child', 'will', 'have', 'all', 'of', 'the', 'characteristics', 'and', 'every', 'child', 'will', 'be', 'different', 'regarding', 'repeating', 'questions', 'words', 'etc', 'google', 'echolalia', 'and', 'autism', 'and', 'also', 'perseverant', 'speech', 'and', 'autism', 'and', 'see', 'if', 'that', 'sounds', 'like', 'what', 'he', 'is', 'doing', 'if', 'it', 'is', 'then', 'he', 'probably', 'has', 'a', 'speech', 'disorder', 'that', 'needs', 'to', 'be', 'assessed', 'by', 'a', 'speech', 'and', 'language', 'therapist', 'she', 'should', 'assess', 'his', 'expressive', 'and', 'receptive', 'speech', 'as', 'well', 'as', 'assess', 'for', 'semantic', 'pragmatic', 'speech', 'disorder', 'difficulties', 'with', 'language', 'and', 'communication', 'can', 'cause', 'many', 'behavioural', 'problems', 'because', 'they', 'are', 'struggling', 'with', 'something', 'we', 'do', 'so', 'naturally', 'also', 'google', 'sensory', 'integration', 'disorder', 'to', 'see', 'if', 'that', 'sounds', 'relevant', 'is', 'your', 'son', 'over', 'or', 'under', 'sensitive', 'in', 'any', 'of', 'his', 'senses', 'sometimes', 'not', 'caring', 'about', 'consequences', 'is', 'really', 'that', 'they', 'cannot', 'see', 'the', 'consequences', 'of', 'their', 'actions', 'there', 'is', 'a', 'difference', 'problems', 'with', 'predicting', 'outcomes', 'can', 'be', 'associated', 'with', 'poor', 'theory', 'of', 'mind', 'google', 'that', 'to', 'see', 'if', 'it', 'is', 'relevant', 'if', 'it', 'is', 'then', 'poor', 'tom', 'is', 'associated', 'with', 'autistic', 'spectrum', 'disorders', 'as', 'are', 'the', 'above', 'disorders', 'mentioned', 'tantrums', 'getting', 'violent', 'very', 'emotional', 'sudden', 'outbursts', 'etc', 'are', 'also', 'typical', 'of', 'autistic', 'spectrum', 'disorders', 'if', 'there', 'is', 'a', 'lack', 'of', 'control', 'of', 'emotions', 'then', 'triggers', 'can', 'cause', 'them', 'to', 'be', 'totally', 'overwhelmed', 'with', 'emotions', 'that', 'they', 'cannot', 'stop', 'or', 'bring', 'under', 'control', 'alot', 'of', 'work', 'has', 'to', 'be', 'done', 'to', 'get', 'your', 'son', 'to', 'recognise', 'his', 'emotional', 'state', 'and', 'to', 'teach', 'him', 'appropriate', 'ways', 'of', 'calming', 'down', 'and', 'coping', 'strategies', 'again', 'a', 'speech', 'and', 'language', 'therapist', 'and', 'educational', 'psychologist', 'should', 'be', 'working', 'with', 'you', 'on', 'this', 'if', 'you', 'have', 'a', 'gut', 'feeling', 'that', 'there', 'is', 'something', 'else', 'then', 'that', 'may', 'well', 'be', 'the', 'case', 'my', 'son', 'has', 'an', 'asd', 'and', 'i', 'suspect', 'he', 'also', 'has', 'aspects', 'of', 'add', 'all', 'of', 'my', 'other', 'gut', 'feelings', 'relating', 'to', 'his', 'speech', 'problems', 'dyslexia', 'visual', 'problems', 'etc', 'have', 'all', 'turned', 'out', 'to', 'be', 'true', 'so', 'look', 'into', 'the', 'above', 'mentioned', 'disorders', 'as', 'having', 'any', 'one', 'of', 'them', 'will', 'lead', 'to', 'enormous', 'amounts', 'of', 'frustration', 'and', 'behavioural', 'difficulties', 'and', 'then', 'go', 'to', 'your', 'gp', 'and', 'say', 'although', 'my', 'son', 'has', 'a', 'diagnosis', 'of', 'adhd', 'i', 'believe', 'he', 'also', 'has', 'xxxx', 'and', 'i', 'want', 'him', 'referred', 'to', 'professionals', 'who', 'have', 'experience', 'of', 'diagnosing', 'this', 'disorder', 'what', 'is', 'your', 'son', 'like', 'off', 'meds', 'if', 'taking', 'them', 'makes', 'him', 'worse', 'and', 'there', 'is', 'no', 'noticeable', 'benefit', 'to', 'him', 'being', 'on', 'meds', 'then', 'i', 'would', 'speak', 'with', 'his', 'gp', 'about', 'gradually', 'weaning', 'him', 'off', 'them', 'for', 'a', 'time', 'to', 'see', 'how', 'he', 'is', 'as', 'you', 'probably', 'know', 'disorders', 'such', 'as', 'adhd', 'or', 'ads', 'can', 'also', 'have', 'anxiety', 'and', 'depression', 'bi', 'polar', 'with', 'them', 'as', 'well', 'so', 'you', 'will', 'need', 'to', 'keep', 'a', 'very', 'close', 'eye', 'on', 'him', 'when', 'he', 'is', 'coming', 'off', 'meds', 'regarding', 'meds', 'many', 'people', 'on', 'the', 'spectrum', 'have', 'posted', 'saying', 'that', 'normal', 'doses', 'of', 'medications', 'can', 'be', 'too', 'powerful', 'for', 'them', 'so', 'when', 'trying', 'anything', 'new', 'it', 'might', 'be', 'worth', 'discussions', 'starting', 'on', 'a', 'very', 'very', 'low', 'dose', 'and', 'gradually', 'increase', 'over', 'time', 'if', 'it', 'is', 'beneficial', 'as', 'he', 'is', 'verbal', 'what', 'is', 'his', 'reason', 'for', 'wanting', 'to', 'hurt', 'himself', 'and', 'others']","
        Go onto the Autism forum and click on the Health Page icon on the top right hand corner of the page.  Click on ""Bhavioural Characteristics Behind a Diagnosis of Autism (ASDs).  I am a parent of a 7 year old child on the spectrum.  I have posted the DSM IV criteria for getting a diagnosis of"
431,['forums'],http://www.medhelp.org//posts/Autism--Aspergers-Syndrome/intentional-urinating/show/731341,http://www.medhelp.org,"
        You don't say how old the student is.
If she was toilet trained up until 3 years ago, something must have happened for her to regress.  It might have been to do with generalisation.  Those with autism can learn how to do things in one environment, with the same person, with the same prompts.  But if the environment, person or prompts change then they don't recognise the situation as being the same.  So, for example, a child may learn to tie their shoelaces at home, but be unable to do the same task at school.  
However she is now in the routine of wearing diapers.  But I would suggest that however you approach it that she first learns the process explicitly with one person and that once it is learnt that it is slowly generalised out to other people or prompts or environments otherwise she could easily lose the skill again.
Is there any reason to suspect her medications (if any), could be behind this?
Does she have sensory issues?  Could she becoming too stimulated or too focused on something that she doesn't recognise the need for the toilet?
    ",intentional urinating,"['intentional', 'urinating', 'you', 'don', 't', 'say', 'how', 'old', 'the', 'student', 'is', 'if', 'she', 'was', 'toilet', 'trained', 'up', 'until', '3', 'years', 'ago', 'something', 'must', 'have', 'happened', 'for', 'her', 'to', 'regress', 'it', 'might', 'have', 'been', 'to', 'do', 'with', 'generalisation', 'those', 'with', 'autism', 'can', 'learn', 'how', 'to', 'do', 'things', 'in', 'one', 'environment', 'with', 'the', 'same', 'person', 'with', 'the', 'same', 'prompts', 'but', 'if', 'the', 'environment', 'person', 'or', 'prompts', 'change', 'then', 'they', 'don', 't', 'recognise', 'the', 'situation', 'as', 'being', 'the', 'same', 'so', 'for', 'example', 'a', 'child', 'may', 'learn', 'to', 'tie', 'their', 'shoelaces', 'at', 'home', 'but', 'be', 'unable', 'to', 'do', 'the', 'same', 'task', 'at', 'school', 'however', 'she', 'is', 'now', 'in', 'the', 'routine', 'of', 'wearing', 'diapers', 'but', 'i', 'would', 'suggest', 'that', 'however', 'you', 'approach', 'it', 'that', 'she', 'first', 'learns', 'the', 'process', 'explicitly', 'with', 'one', 'person', 'and', 'that', 'once', 'it', 'is', 'learnt', 'that', 'it', 'is', 'slowly', 'generalised', 'out', 'to', 'other', 'people', 'or', 'prompts', 'or', 'environments', 'otherwise', 'she', 'could', 'easily', 'lose', 'the', 'skill', 'again', 'is', 'there', 'any', 'reason', 'to', 'suspect', 'her', 'medications', 'if', 'any', 'could', 'be', 'behind', 'this', 'does', 'she', 'have', 'sensory', 'issues', 'could', 'she', 'becoming', 'too', 'stimulated', 'or', 'too', 'focused', 'on', 'something', 'that', 'she', 'doesn', 't', 'recognise', 'the', 'need', 'for', 'the', 'toilet']","
        You don't say how old the student is.
If she was toilet trained up until 3 years ago, something must have happened for her to regress.  It might have been to do with generalisation.  Those with autism can learn how to do things in one environment, with the same person, with the same prompts"
