,title,source,category,text,href
145,Ways to Fund Your Child’s Lifetime Support Needs,https://www.autismparentingmagazine.com/,category-autism-articles,"Ron asks: “I have a Special Needs Trust for my son, and at this point it is not funded.  I was thinking about funding it with life insurance when I die.  Is this is a good idea?” Ron, thank you for the thoughtful question. Funding your son’s Special Needs Trust is quite an important task. … 
",https://www.autismparentingmagazine.com/ways-to-fund-lifetime-support/
146,How Do I Ensure My Daughter with Special Needs Has Secured Housing For Life?,https://www.autismparentingmagazine.com/,category-autism-articles,"Alexis asks: “How do I best make arrangements for the physical care (housing, etc.) of my daughter when I am no longer around?” Alexis, thank you for your question.  This is a concern that we hear from every family we meet.  It is truly at the core of planning for your daughter’s future.  I recommend… 
",https://www.autismparentingmagazine.com/special-needs-secured-housing/
147,It’s Time to Prepare for Long Term Care for ALL,https://www.autismparentingmagazine.com/,category-autism-articles,"rQuestion: “My father is going through early onset Alzheimer’s and I am watching the financial and emotional stress it is taking on him and my mother.  I can only imagine if that happened to my wife and I while we trying to care for our son with autism.  What can we do? — Rick Answer:… 
",https://www.autismparentingmagazine.com/prepare-for-long-term-care/
148,Autism,https://www.autismparentingmagazine.com/,category-general,"I have this gorgeous nephew you should see his beautiful face And I watch him wonder back and forth seemingly lost within this place Although he speaks, it’s very rare and he often walks around The meltdown that he has sometimes sees him roll upon the ground His favorite thing is his trampoline he likes… 
",https://www.autismparentingmagazine.com/autism-poetic-reflection/
149,Autism Parenting Magazine becomes champion sponsors of American Autism Association,https://www.autismparentingmagazine.com/,category-general,"Two of the biggest forces in the autistic world who are committed to helping families at a grass-roots level have joined forces via a sponsorship programme that seeks to provide a full-service level of support to autistic families and individuals. Autism Parenting Magazine is pleased to announce our newest partnership with the American Autism Association. The… 
",https://www.autismparentingmagazine.com/american-autism-association-sponsors/
150,We are giving away our November issue for the next few days,https://www.autismparentingmagazine.com/,category-general,"Just to let you know, we will be giving away our November issue of Autism Parenting Magazine on our iOS and Android platforms for the next 7 days. To get the issue, simply download the magazine app for iOS or Android: iOS https://itunes.apple.com/us/app/autism-parenting-magazine/id588350613?mt=8     Android https://play.google.com/store/apps/details?id=com.bdfffaiidj.ebcbdfffaiidj&hl=en       The easiest way to do… 
",https://www.autismparentingmagazine.com/januaryfreeissue/
151,We Need Product Reviewers!,https://www.autismparentingmagazine.com/,category-general,"Does your ASD child have trouble falling asleep at night or have issues with anxiety? Does your family like to try out new products and/or treatments? We’re looking for a few families to participate in a product review for Autism Parenting Magazine. We have been introduced to an interactive, prescription Internet radio and would like… 
",https://www.autismparentingmagazine.com/we-need-product-reviewers/
152,Win one of 20 Autism Parenting Magazine Quarterly Subscriptions,https://www.autismparentingmagazine.com/,category-general,"Unfortunately this competition is now closed The winners are: Margaret from Royal Palm Beach Patty from Belgrade Lisa Ely from United Kingdom Joanne from Brisbane Heather from Bettendorf MR STEVE from PJ Cricelys from Cricelys Providence Donna Chula from Vista, CA Lorena from Los Angeles Alison Reid from Dublin John van Gaalen from Geelong Corinna… 
",https://www.autismparentingmagazine.com/competition/
153,Biological Markers of Autism at a Young Age,https://www.autismparentingmagazine.com/,category-autism-articles,"In this video, Kim Davies talks about her career and current position as the science coordinator for BASIS (British Autism Study of Infant Siblings). Their current aim is to look for early biological markers of autism through the use of various behavioral observations and neuropsychological studies conducted at the Birkbeck Babylab (University of Birkbeck, London).… 
",https://www.autismparentingmagazine.com/biological-markers-autism-young-age/
154,We Rock the Spectrum Gym Interview,https://www.autismparentingmagazine.com/,category-autism-articles,"Autism Parenting Magazine is thrilled to provide readers with highlights from a recent interview by Debi Taylor with Dina Kimmel, CEO and founder of We Rock the Spectrum Kid’s Gym. This extraordinary gym provides a safe, nurturing, and exciting environment to foster learning, exploration and safe sensory experiences. Through the nonprofit known as My Brother… 
",https://www.autismparentingmagazine.com/rock-spectrum-gym-interview/
155,Leah’s Voice – a Celebration of Inclusion and Acceptance,https://www.autismparentingmagazine.com/,category-autism-articles,"Creativity and compassion are contagious in the DeMonia family. Between writing, drawing, and acting as advocates for children with autism, Lori DeMonia and her daughters, Leah and Sarah, are an inspiration to all families. Lori, a mom who has worked in behavioral health as a therapeutic staff support with special needs children for more than… 
",https://www.autismparentingmagazine.com/leahs-voice-celebration-inclusion-acceptance/
156,How does the Affordable Care Act benefit people on the Autism Spectrum?,https://www.autismparentingmagazine.com/,category-autism-articles,"Care coordination and client-centered care are promising concepts by Maayan Jaffe More than one-third of individuals in Ohio diagnosed with a developmental disability are dually diagnosed with a mental health disorder, according to a report published by the Ohio Coordinating Center of Excellence for Mental Illness and Developmental Disabilities (MIDD CCOE). Ohio’s statistic are in-line… 
",https://www.autismparentingmagazine.com/affordable-care-act-benefit-people-autism-spectrum/
157,Issue 66 – Finding Calm and Balance,https://www.autismparentingmagazine.com/,category-magazine-issues,"  Buy Single Issue Subscribe today and save 50% Features: The Best Fidget Toys to Relieve Stress and Anxiety An occupational therapist and owner of a sensory toy subscription service describes the most popular fidget toys that can help calm children with autism. Christina Kozlowski, OTR/L The Importance of Activity and How to Include it… 
",https://www.autismparentingmagazine.com/issue-66-finding-calm-and-balance/
158,Issue 65 – Back-To-School Transitions,https://www.autismparentingmagazine.com/,category-magazine-issues,"  Buy Single Issue Subscribe today and save 50% Features: Successful Transitioning: The Back to School Blues Strategies from a Board Certified Behavior Analyst on simple waysto help a child with autism make a positive and smooth transition back to school. Marisa Goudy, BCBA  Ways Music Intervention Can Support Social Interaction Learn from a music… 
",https://www.autismparentingmagazine.com/issue-65-back-to-school-transitions/
159,Issue 64 – Teaching the Skills Your ASD Child Needs,https://www.autismparentingmagazine.com/,category-magazine-issues,"  Buy Single Issue Subscribe today and save 50% Features: Simple Ways to Increase Your Child’s Fine Motor Skills at Home Top everyday activities you can do with your child to help improve fine motor skills. Tulika Prasad Teaching a Child with Autism to Swim Can Save a Life Learn the key benefits to teaching… 
",https://www.autismparentingmagazine.com/issue-64-teaching-skills-asd-child-needs/
160,Issue 63 – Keeping Our Kids Safe,https://www.autismparentingmagazine.com/,category-magazine-issues,"  Buy Single Issue Subscribe today and save 50% Features: Easy Ways to Make This Your Best Summer Simple tips to help you and your child with autism breeze through the summer months. Annie Tanasugarn, PhDc, BCBA Biomedical Treatment for Autism: The Ultimate Guide Learn about the multitude of treatments available that address the root… 
",https://www.autismparentingmagazine.com/issue-63-keeping-our-kids-safe/
161,Issue 62 – Motherhood: An Enduring Love,https://www.autismparentingmagazine.com/,category-magazine-issues,"  Buy Single Issue Subscribe today and save 50% Features: Celebrating the Love and Strength of Women in Our Lives In celebration of Mother’s Day, autism advocate and attorney Areva Martin shares an intimate look at the enduring effect of strong and loving women. Areva Martin, Esq. Top Ways Autistic Teens Can Transition to the… 
",https://www.autismparentingmagazine.com/issue-62-motherhood-love/
162,Issue 60 – Sensory Tools For The Future,https://www.autismparentingmagazine.com/,category-magazine-issues,"  Buy Single Issue Subscribe today and save 50% Features: 6 Expert Ways to Help Your Sensory-Sensitive Child Dress A pediatric occupational therapist shares great tips for dressing a child when hypersensitivity to certain fabrics or surfaces is a challenge. Susan Donohoe, OTR/L The Best Academic Choice for Your Child’s Needs A special guide to… 
",https://www.autismparentingmagazine.com/issue-60-sensory-tools-for-the-future/
163,"Issue 59 – Top Strategies, Therapies and Treatments for Autism",https://www.autismparentingmagazine.com/,category-magazine-issues,"  Buy Single Issue Subscribe today and save 50% Features: How to Take Charge of Your Child’s ASD Treatment Now Top advice on ways parents can collaborate with teachers and service providers to coordinate support in every environment. Cornelia Pelzer Elwood and D. Scott McLeod, PhD Exciting Ways Equine Therapy Can Help a Child You… 
",https://www.autismparentingmagazine.com/issue-59-top-strategies-therapies-treatments-for-autism/
164,Issue 58 – The Greatest Love of All: Family,https://www.autismparentingmagazine.com/,category-magazine-issues,"  Buy Single Issue Subscribe today and save 50% Features: 8 Valentine’s Day Wishes For Special Needs Families The founder of Your Autism Coach, LLC shares her special Valentine’s Day wishes for you and the people you love most. Deanna Picon Winning Ways to Share the Love With All of Your Children Learn simple and… 
",https://www.autismparentingmagazine.com/issue-58-greatest-love-of-all-family/
165,Issue 57 – Conquering A New Year,https://www.autismparentingmagazine.com/,category-magazine-issues,"  Buy Single Issue Subscribe today and save 50% Features: Let’s Hear It For This Year’s Special Contributors A special recognition for our Top 15 Contributors for 2016 who have helped make Autism Parenting Magazine an award-winning magazine. Amy KD Tobik The Urgent Need to Stop Criminalizing Autism A leading attorney and autism/children’s rights advocate… 
",https://www.autismparentingmagazine.com/issue-57-conquering-a-new-year/
166,Issue 55 – Celebrating with the People We Love,https://www.autismparentingmagazine.com/,category-magazine-issues,"  Buy Single Issue Subscribe today and save 50% Features: Why Children with Autism Need Family Holiday Traditions Great tips on how to prepare a rigid child for the many changes the season brings as well as the benefits of family traditions. Brittany Fichter Inspiring Boy “Breaks” Through Autism and Its Stereotypes A mother shares… 
",https://www.autismparentingmagazine.com/issue-55-celebrating-with-people-we-love/
167,Advice on Understanding and Calming Sensory Overload in Children,https://www.autismparentingmagazine.com/,category-autism-articles,"As a pediatric occupational therapist and a mother, I try my best to fully understand each child and his/her sensory needs, both at home and in my practice.  Children living with Autism Spectrum Disorder (ASD) or Sensory Processing Disorder (SPD) tend to experience sensory overload or adverse reactions to sensory input more frequently than typically… 
",https://www.autismparentingmagazine.com/understanding-calming-sensory-overload/
168,Easy Ways to Make This Your Best Summer  ,https://www.autismparentingmagazine.com/,category-autism-articles,"Summertime is that time of year where families everywhere start planning their relaxation time, vacations, neighborhood block parties, BBQs, and globs of water activities. The air is thick with suntan lotion, bug repellent, humidity, summer blooms, and loud music.  For families living with a child with autism spectrum disorder (ASD), however, the thought of summer can also create anxiety and dread.  As autism parents know, summer may… 
",https://www.autismparentingmagazine.com/make-your-best-summer/
169,Why It’s Important to Teach the True Definition of Fairness ,https://www.autismparentingmagazine.com/,category-autism-articles,"My name is Leanne Strong, I’m 23 years old, and I have Asperger’s syndrome (milder autism, little to no difficulty with speech or cognitive skills).  As you may know, a lot of people who have autism understand things in a very rigid and concrete manner, and our understanding of fairness is no exception to this. … 
",https://www.autismparentingmagazine.com/teaching-fairness-equality/
170,Top 10 Things My Child with Autism Needs in His Life,https://www.autismparentingmagazine.com/,category-autism-articles,"I am asked time and time again what items we use for our son with autism to make his life and our lives easier.  So, here is a breakdown of the things that he (or we) couldn’t live without. Disclaimer: These are the things that work for my son, Liam. I am not claiming these… 
",https://www.autismparentingmagazine.com/10-things-my-autism-child-needs/
171,9 Important Things Autism Moms Want People to Know,https://www.autismparentingmagazine.com/,category-autism-articles,"Raising a child with autism has its share of challenges and joys, and it’s not always easy to express them. Oftentimes, we hold our tongue, knowing that most people have the best of intentions even if they misunderstand our world. While sometimes it’s best to leave things unsaid, here is a list of the nine… 
",https://www.autismparentingmagazine.com/things-autism-moms-want-people-to-know/
172,Mom Shares Ways to Explain Autism to the Extended Family,https://www.autismparentingmagazine.com/,category-autism-articles,"Coming to terms with an autism diagnosis on a purely parental level can be indescribable. There is an entire spectrum of emotions that range from inconsolable sadness to incomparable relief when help has finally been found. It is a uniquely personal and sometimes misunderstood human process of emotions. I am told by various individuals that… 
",https://www.autismparentingmagazine.com/ways-to-explain-autism-diagnosis/
173,3 Amazing Ways Parents of ASD Teens Can Benefit from a Life Coach,https://www.autismparentingmagazine.com/,category-autism-articles,"As a parent of a teen or young adult on the autism spectrum, you have probably had to focus most of your attention on getting all the pieces in place to ensure your student has a successful transition. Whether your son or daughter is going to college, entering the workplace, or learning to live independently,… 
",https://www.autismparentingmagazine.com/life-coach-benefits-for-asd-teens/
174,Simple Ways to Prevent Emergency Situations with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"Police are called to the scene of an accident. The driver is unconscious. In the back seat is an 8-year-old boy with blood coming from his forehead. The officer first on the scene sees the driver is unresponsive and the boy in the back is just staring at him. “Are you OK young man?” the… 
",https://www.autismparentingmagazine.com/ways-preventing-emergency-situations-autism/
175,4 Simple Ways Spouses Can Ensure Parenting Success with ASD,https://www.autismparentingmagazine.com/,category-autism-articles,"I am an avid reader.  I read tons of books and even more blogs.  As someone who considers himself to be a part of the special needs community, I often read a lot of blogs about special needs families.  Over the past two years, one of the things that I have discovered is that there… 
",https://www.autismparentingmagazine.com/ensure-autism-parenting-success/
176,False Confessions of People with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"It was estimated in 2012 by the U.S. Department of Justice that 30% of prisoners have a form of a cognitive disability.  Autism was included within the list of cognitive disabilities; however, there were no data that specifically indicated how many people within the autism spectrum are in the prison system.  It has been proven… 
",https://www.autismparentingmagazine.com/autism-false-crime-confessions/
177,Ways to Survive ASD Parenting and Stay Thankful,https://www.autismparentingmagazine.com/,category-autism-articles,"I have four teenagers, and the youngest has autism.  Is survival possible?  Yes, it really is.  I know people who’ve come out on the other side sane.  Here are some survival strategies that have helped us stay the course of turning our woes into “whoas.” Listen to music. 80’s, disco, easy listening…create a playlist of… 
",https://www.autismparentingmagazine.com/ways-survive-asd-parenting-stay-thankful/
178,I See You: Raising Neurotypical and Autistic Sisters with Love,https://www.autismparentingmagazine.com/,category-autism-articles,"When we brought my seven-year-old stepdaughter with autism spectrum disorder (ASD) to the hospital to see her new baby sister, her eyes filled with awe.  She sat gently at the foot of the bed, somewhat afraid to touch the wriggling squeaker in daddy’s arms. Throwing glances to my now-deflated belly and back to the wrapped… 
",https://www.autismparentingmagazine.com/raising-neurotypical-and-autistic-sisters/
179,How Do You Explain Autism? A Personal Look,https://www.autismparentingmagazine.com/,category-autism-articles,"“What’s his autism?” asks my son, whom I’ll call Caleb, as we are packing his bag for swim team practice. He’s talking about a school friend who, like him, is on the spectrum. “What do you think it is?” “Well,” he says, “he gets frustrated when the schedule changes, just like I used to.” “So… 
",https://www.autismparentingmagazine.com/explaining-autism-personal-look/
180,Fatherhood: The Powerful Bond with My Special Needs Son,https://www.autismparentingmagazine.com/,category-autism-articles,"Every year, my son’s aide makes me a Father’s Day card. She carefully cuts, colors, and shakily writes out “Happy Father’s Day” with what I assume is her non-dominant hand.  Then she signs his name and sends it home. When it’s given to me, I offer a huge smile and ask, “Lucas! Did you make… 
",https://www.autismparentingmagazine.com/father-son-powerful-bond/
181,A Child with a Disability in a Cold World,https://www.autismparentingmagazine.com/,category-autism-articles,"He needs to learn to order his own food—something that is easy for most, but not easy for him.  So you drive up to a fast food restaurant and roll down his window. He orders. The drive-up server does not understand him.  She asks him to repeat.  You have to prompt him.  He repeats his… 
",https://www.autismparentingmagazine.com/child-disability-cold-world/
182,A Private Look at Autism and Motherhood,https://www.autismparentingmagazine.com/,category-autism-articles,"Sometimes life is too much. I feel this way. Of course, she feels this way too. How am I supposed to instill in my girl a capacity for dignity and self-respect, while I also acknowledge her requisite burden of crippling unease? I must be her example.  I’m duty-bound to set a precedent. Not always sure… 
",https://www.autismparentingmagazine.com/a-look-at-autism-motherhood/
183,I Can Hear You with My Heart,https://www.autismparentingmagazine.com/,category-autism-articles,"Autism is easy to misunderstand, misinterpret, and mislead. My son is the master of disguise, and the best way to understand our kids is to assume nothing. That is, assume only that they are kids, children, teens—silly, loving, intelligent—and, well, simply put, no different than any other kid. Everything I have been told about autism… 
",https://www.autismparentingmagazine.com/i-can-hear-you-with-my-heart/
184,Raising a Creative Genius on the Autism Spectrum,https://www.autismparentingmagazine.com/,category-autism-articles,"My son, Colin, blows me away every day.  He is 28 years old and was diagnosed with Asperger’s syndrome at a young age—back when the relatively unknown syndrome was still stuck in a cul-de-sac of uncertainty.  Now, Asperger’s syndrome is everywhere—in mainstream TV, movies, comic books, and scores of blogs and websites. We spent Colin’s… 
",https://www.autismparentingmagazine.com/raising-creative-genius-child/
185,Navigating the Abyss of Autism On the Spectrum,https://www.autismparentingmagazine.com/,category-autism-articles,"My name is James Link. I am 21 years old and was diagnosed with autism spectrum disorder (ASD) twice. My mom wanted these two different diagnoses so we would be better able to plan for my education and future. The diagnostic process was very different both times. My mom suspected that I had autism because… 
",https://www.autismparentingmagazine.com/navigating-abyss-autism-spectrum/
186,Hold That Face: How to Stay Calm When Life Gets Tough,https://www.autismparentingmagazine.com/,category-autism-articles,"People seemed to freeze in their movements as my son, Frankie, ran through the parking lot screaming “Nooo!”  I avoided eye contact and hurried to catch him before we provided the store’s entertainment for the day.  I tried not to show fear and kept a straight face as I hurried to catch him.  If I… 
",https://www.autismparentingmagazine.com/stay-calm-when-life-gets-tough/
187,"Please Understand, I’m Not a Supermom",https://www.autismparentingmagazine.com/,category-autism-articles,"I’m not a supermom, but I get that a lot. Having a child with autism does not make me one.  Please let me be weak and cry, let me make mistakes and let my guard down, and let me just be a mom, a wife, and a woman—not a “super” someone. The day my son… 
",https://www.autismparentingmagazine.com/please-understand-im-not-supermom/
188,Charis Hills Camp Provides Summer Fun for Kids with Learning Differences,https://www.autismparentingmagazine.com/,category-autism-articles,"Autism Parenting Magazine is thrilled to provide an exclusive video interview this month by Debi Taylor with Colleen Southard of Charis Hills, a unique Summer Camp near the Dallas/Fort Worth area for kids with learning differences and social difficulties such as ADD, ADHD, High-Functioning Autism, Asperger’s disorder, and other special needs. Charis Hills is dedicated… 
",https://www.autismparentingmagazine.com/charis-hills-summer-camp/
189,We Rock the Spectrum Gym Interview,https://www.autismparentingmagazine.com/,category-autism-articles,"Autism Parenting Magazine is thrilled to provide readers with highlights from a recent interview by Debi Taylor with Dina Kimmel, CEO and founder of We Rock the Spectrum Kid’s Gym. This extraordinary gym provides a safe, nurturing, and exciting environment to foster learning, exploration and safe sensory experiences. Through the nonprofit known as My Brother… 
",https://www.autismparentingmagazine.com/rock-spectrum-gym-interview/
190,Interview with Dr. Maria Wynne,https://www.autismparentingmagazine.com/,category-autism-articles,"Interview with Dr. Maria Wynne Leslie Burby: Hi, thanks for joining me, I’m Leslie Burby, editor-in-chief of Autism Parenting Magazine and today we are here with Dr. Maria Wynne of Wynne Solutions and today we are going to talk about Tele-health. Thanks for joining me today doctor. Dr. Maria Wynne: Thanks for having me. Leslie… 
",https://www.autismparentingmagazine.com/interview-dr-maria-wynne/
191,Issue 19 – Power of Language,https://www.autismparentingmagazine.com/,category-magazine-issues,"Editor’s Letter It has been a tough month for the autism community being cast in a negative light.  Choosing which language to use is extremely important!  In the past month, someone commented on how we should stop using the term Asperger’s because it doesn’t exist anymore. To that I would like to explain: 1. I… 
",https://www.autismparentingmagazine.com/issue-19-power-language/
192,Issue 18 – Potty Training,https://www.autismparentingmagazine.com/,category-magazine-issues,"Editor’s Letter Dear Readers, I’m not sure if Screen-Free Week is an American thing to get children away from watching TV and playing video games or if it is worldwide, but my children have been challenged by their school to get creative to keep all their screens (iPad, tablet, computer, and television) off.  One day… 
",https://www.autismparentingmagazine.com/issue-18-potty-training/
193,Signing Autistic Lives – Podcast 9,https://www.autismparentingmagazine.com/,category-podcast,"Sign Language as a form of communication for Autisic children is discussed in this interview with Candice Chaktoura. Leslie: Thank you for joining us today I’m Leslie Burby, Editor of Autism Parenting Magazine and today we are here with Candice Chaktoura, she is the creator of Signing Autistic Lives. Thank you for joining us today,… 
",https://www.autismparentingmagazine.com/signing-autistic-lives-podcast-9/
194,Treating Sensory Processing Issues with Bill Mueller – Podcast 7,https://www.autismparentingmagazine.com/,category-podcast,"We discuss treating Sensory Processing Issues using Sound Therapy. Bill Mueller has pioneered an incredible set of technology that can be used to treat Sensory Issues. Mark: My name is Mark Blakey and I’m here today with Bill Mueller and he is an expert of Sensory Processing Disorder. He has a very interesting career history,… 
",https://www.autismparentingmagazine.com/interview-billmueller/
195,An interview with Janet Grillo Producer of the Fly Away Movie – Podcast 6,https://www.autismparentingmagazine.com/,category-podcast,"Janet Grillo is the  producer of the Movie: Fly Away, based on her own story about bringing up her severely Autistic teenage daughter. In this interview, Leslie talks to her about  it’s a story about her reasons for making the movie. You can read the full transcript of the movie here 
",https://www.autismparentingmagazine.com/interview-janet-grillo/
196,"An interview with Bushy Van Eck, Author of Prisoners of Our Minds – Podcast number 5",https://www.autismparentingmagazine.com/,category-podcast,"Leslie Burby: Hi, I am Leslie Burby, Editor in Chief of Autism Parenting Magazine, and I am here with Bushy Van Eck.Thank you so much for joining me today. Bushy Van Eck: Thanks Leslie, thank you for inviting me, I treat it as a great honor to be on your show.   LB: Thank you… 
",https://www.autismparentingmagazine.com/interview-bushy-van-eck/
197,Exposing Autism Speaks – Podcast 4,https://www.autismparentingmagazine.com/,category-autism-advocacy,"  We started this magazine to help parents, sort through all the information. When my children were diagnosed by autism, I was scared and overwhelmed, there’s a lot of information out there and it’s hard to know what to trust and what to believe in. So there is an approach in us to help form… 
",https://www.autismparentingmagazine.com/exposing-autism-speaks-podcast-4/
198,Simple Tips for Conquering Potty Time with ASD,https://www.autismparentingmagazine.com/,category-autism-articles,"As a parent to a child with autism, I am all too familiar with the challenges that come along with the diagnosis. We both know how difficult it is for a child with autism to break away from their normal routine, much less learn a new skill that is required to thrive out in the… 
",https://www.autismparentingmagazine.com/potty-time-tips/
199,Using Lego and other visual supports to help Autistic children understand emotions,https://www.autismparentingmagazine.com/,category-autism-articles,"For many children on the autism spectrum, reading facial expressions is a daily struggle.  Is my teacher happy with me or irritated?  Is my sister worried or is she sad? Many children with autism can have a difficult time determining what other people are thinking and feeling, and because of this, struggle to partake in… 
",https://www.autismparentingmagazine.com/lego-and-emotions/
200,A Best Practice Guide to Assessment and Intervention for Autism and Asperger Syndrome in Schools,https://www.autismparentingmagazine.com/,category-autism-therapy,"A Best Practice Guide to Assessment and Intervention for Autism and Asperger Syndrome in Schools continues to be a gold standard autism resource for parents and practitioners. Written by Lee A. Wilkinson, PhD, a practicing school psychologist, this authoritative, yet accessible award-winning text provides step-by-step guidance for screening, assessing, and educating children at-risk for autism spectrum disorders (ASD). Grounded… 
",https://www.autismparentingmagazine.com/practice-guide-assessment-intervention-autism-asperger-syndrome-schools/
201,Book in the Spotlight: Grace Figures Out School,https://www.autismparentingmagazine.com/,category-autism-books,"Grace Figures Out School by Leslie Burby   One of the biggest struggles I face as a parent with children on the spectrum is the judgmental comments that are frequently tossed my way.  This children’s book was inspired by my daughter with Asperger’s when she was told to “throw out her ice cream cone” and… 
",https://www.autismparentingmagazine.com/grace-figures-school/
202,Book Review by Trev’s mom,https://www.autismparentingmagazine.com/,category-autism-books,"Rules by Cynthia Lord   The book is very well structured.  The flow is easy to read.  I seldom read a book in one day, but did with this one.  This book was on target and families who live with Autism can certainly relate to the life situations in this story.  The story was told… 
",https://www.autismparentingmagazine.com/book-review-trevs-mom/
203,Book in the Spotlight: Editorial Review of Raising Cubby by John Elder Robison,https://www.autismparentingmagazine.com/,category-autism-books,"Raising Cubby by John Elder Robison   I have to say that I was eager to read Raising Cubby and felt honored that Random House was kind enough to send me a copy to review John Elder Robison’s latest masterpiece. Here is my review without divulging too much of his story… Another interesting and captivating… 
",https://www.autismparentingmagazine.com/book-spotlight-editorial-review-raising-cubby-john-elder-robison/
204,KinderKord: A Safe Way To Stay Connected,https://www.autismparentingmagazine.com/,category-autism-articles,"  KinderKord by Joan Lunden   KinderKord is a wrist to wrist connection for you and your child which leaves your hands free–while keeping your child physically connected to you.   Backstory: The KinderKord was invented by Joan Lunden and her husband Jeffrey Konigsburg when concerned about keeping their two sets of twins safe. The only option… 
",https://www.autismparentingmagazine.com/kinderkord-safe-stay-connected/
205,My Signals: Autistic Reflections of a Man Who Thinks in Circles and Dreams Like a Stone,https://www.autismparentingmagazine.com/,category-personal-narrative,"My Signals: Autistic Reflections by Patrick Jasper Lee   ‘The geometric synaesthetic system of communication, which I call “my signals”, enables me to do what other “aspies” can’t: accurately interpret a social situation, decide what individuals are communicating, and work out how I will need to behave accordingly’, says Patrick Jasper Lee, author of My Signals: Autistic Reflections of… 
",https://www.autismparentingmagazine.com/signals-autistic-reflections-man-thinks-circles-dreams-stone/
206,Go-Go Blanket: The perfect travel blanket for children,https://www.autismparentingmagazine.com/,category-autism-news,"  Review of the Go-Go blanket by Go-Go Blanket       This month, we decided to review the go go blanket which is a cuddly, fleece blanket for infants and toddlers (up to size 5) designed to fit over the safety straps in a car seat or stroller.  Go-Go Blankets feature sleeves which keep the… 
",https://www.autismparentingmagazine.com/go-go-blanket-perfect-travel-blanket-children/
207,Black and White: A Colorful Look at the Spectrum,https://www.autismparentingmagazine.com/,category-autism-books," Black and White: A Colorful Look at the Spectrum by S.R. Salas   Black and White is a memoir about life, love and understanding from an autistic perspective. It’s about growing up on a spectrum I wasn’t aware of until the diagnosis of my son 5 years ago. Black and White is my take on marriage, parenting, friendship… 
",https://www.autismparentingmagazine.com/black-white-colorful-spectrum/
208,Sparrow Migrations: A Novel,https://www.autismparentingmagazine.com/,category-autism-books,"Sparrow Migrations: A Novel by Cari Noga   Neurotypical author, autistic artist team up on debut novel, Sparrow Migrations TRAVERSE CITY, MI – The novel that has led northern Michigan’s paperback fiction bestseller list for most of April has a unique cover that is not only grabbing readers’ attention, it has its own story to tell.… 
",https://www.autismparentingmagazine.com/sparrow-migrations/
209,Creative Ways to Help a Child with Autism Enjoy the Water,https://www.autismparentingmagazine.com/,category-autism-articles,"How does your child react in the water—with pleasure or with pain?  Does your child respond to water play with interest and excitement, or does the very mention of water create stress? Let’s look at the reasons why kids with autism spectrum disorder (ASD) react differently from one another in the water, along with some… 
",https://www.autismparentingmagazine.com/ways-helping-autism-child-enjoy-water/
210,Easy Ways to Create A Sensory Space for Kids with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"Children with autism spectrum disorder (ASD) may have issues effectively processing sensory information and may perceive sensation differently. For example, a child may perceive touch sensation as painful or immediately become startled when touched.  Some children are extremely sensitive to noises such as the sound of a toilet flushing.  A child’s sensory needs and way… 
",https://www.autismparentingmagazine.com/creating-sensory-space-for-asd-kids/
211,Simple Ways to Make Bath Time a Splash with Sensory Issues,https://www.autismparentingmagazine.com/,category-autism-articles,"Like so many parents-to-be, when I was pregnant, I looked forward to wonderful moments spent bathing my little one. I recalled bubbles and giggles in our bathtub at home when I was little, and I was eager to create treasured memories with my own child.  But after my son was born and became big enough… 
",https://www.autismparentingmagazine.com/bathing-with-sensory-issues/
212,Simple Ways to Help Kids with Autism Develop Hand Skills,https://www.autismparentingmagazine.com/,category-autism-articles,"I learned almost 30 years ago that my extremely fussy baby grew calmer when cocooned tightly inside my arms as we swayed side to side. Back then, I had not yet heard about his neurologically-based disorder known as Asperger’s syndrome (part of the autism spectrum), which is associated with sensory sensitivities and social and communication… 
",https://www.autismparentingmagazine.com/simple-ways-help-kids-autism-hand-skills/
213,Simple Ways Sensory Based Intervention Can Change Your ASD Child’s Life,https://www.autismparentingmagazine.com/,category-autism-articles,"One in six children experiences sensory difficulties that affect everyday life. Sensory based intervention has been shown effective. A family-centered approach emphasizes parental coaching in natural environments of the family. Despite the importance of intervention carryover, adherence is believed to be low. This is due to the overwhelming nature, required commitment and lifestyle changes asked of children and… 
",https://www.autismparentingmagazine.com/sensory-based-intervention/
214,Amazing New Fidget Pillow Calms Busy Hands and Minds,https://www.autismparentingmagazine.com/,category-autism-articles,"My desire to help my child be successful in school led to a new product designed for children/adults with autism, ADHD, and other learning disabilities.  From the time my daughter Kinslee was around two years old we knew she wasn’t like other kids.  She had horrible breakdowns when her hair was washed, when water would… 
",https://www.autismparentingmagazine.com/new-fidget-pillow/
215,5 Top Reasons Qigong May be Right for Your Special Needs Child,https://www.autismparentingmagazine.com/,category-autism-articles,"By Sazini Nzula, PhD, Certified QST Therapist Parents often struggle with choosing from the myriad of therapies available. I remember the intense feeling of being crushed by too much information coming at me all at once. Those were the early days following my son’s diagnosis with autism. I waded through it all, found what I… 
",https://www.autismparentingmagazine.com/qigong-for-special-needs-child/
