,title,source,category,text,href,tokens
109,Hope for Bullied Kids on the Spectrum,https://www.autismparentingmagazine.com/,category-autism-articles,"Bullying by Leslie Burby Bullying is a very real and very prevalent problem among kids and teens on the spectrum.  However, a new study released by Autism Research Group (ARG) and Center for Autism and Related Disorders (CARD) was able to prove that autistic children are able to “detect and respond to lies told by… Continue Reading
",https://www.autismparentingmagazine.com/hope-bullied-kids-spectrum/,"['bullying', 'by', 'leslie', 'burby', 'bullying', 'is', 'a', 'very', 'real', 'and', 'very', 'prevalent', 'problem', 'among', 'kids', 'and', 'teens', 'on', 'the', 'spectrum', 'however', 'a', 'new', 'study', 'released', 'by', 'autism', 'research', 'group', 'arg', 'and', 'center', 'for', 'autism', 'and', 'related', 'disorders', 'card', 'was', 'able', 'to', 'prove', 'that', 'autistic', 'children', 'are', 'able', 'to', 'detect', 'and', 'respond', 'to', 'lies', 'told', 'by', 'continue', 'reading']"
110,Q&A Section – Does bullying belong in an IEP?,https://www.autismparentingmagazine.com/,category-autism-articles,"This is the question of the month as featured in Issue Number 10 Question: Can bullying being put into an IEP? Answer: In the USA and the UK bullying can be addressed in the IEP (Individualized Education Program).  In the USA, IDEA (Individuals with Disabilities Education Act) requires public schools to provide FAPE (Free Appropriate… Continue Reading
",https://www.autismparentingmagazine.com/qa-section-bullying-belong-iep/,"['this', 'is', 'the', 'question', 'of', 'the', 'month', 'as', 'featured', 'in', 'issue', 'number', '10', 'question', 'can', 'bullying', 'being', 'put', 'into', 'an', 'iep', 'answer', 'in', 'the', 'usa', 'and', 'the', 'uk', 'bullying', 'can', 'be', 'addressed', 'in', 'the', 'iep', 'individualized', 'education', 'program', 'in', 'the', 'usa', 'idea', 'individuals', 'with', 'disabilities', 'education', 'act', 'requires', 'public', 'schools', 'to', 'provide', 'fape', 'free', 'appropriate', 'continue', 'reading']"
111,Two Special Dads Give the Exciting Gift of Voice,https://www.autismparentingmagazine.com/,category-autism-articles,"Most dads like to give gifts to their children.  Some dads give toys, some give treats.  Others give money, books, or clothes. But one pair of dads—whose children had no speech of their own—gave a gift that meant much more than any of those.  They gave the gift of voice. Brian Whitmer and Scot Wahlquist… Continue Reading
",https://www.autismparentingmagazine.com/gift-of-voice/,"['most', 'dads', 'like', 'to', 'give', 'gifts', 'to', 'their', 'children', 'some', 'dads', 'give', 'toys', 'some', 'give', 'treats', 'others', 'give', 'money', 'books', 'or', 'clothes', 'but', 'one', 'pair', 'of', 'dads', 'whose', 'children', 'had', 'no', 'speech', 'of', 'their', 'own', 'gave', 'a', 'gift', 'that', 'meant', 'much', 'more', 'than', 'any', 'of', 'those', 'they', 'gave', 'the', 'gift', 'of', 'voice', 'brian', 'whitmer', 'and', 'scot', 'wahlquist', 'continue', 'reading']"
112,5 Steps to Acquiring and Improving Communication Skills for Life,https://www.autismparentingmagazine.com/,category-autism-articles,"Molly was diagnosed with autism at age two. She was quiet—almost non-verbal—and did not play with other children. To communicate, she led her parents to what she wanted or needed. Molly also had severe tantrums and trouble maintaining a regular sleep pattern. She did not appear to be a typical two-year-old.  She seldom smiled or… Continue Reading
",https://www.autismparentingmagazine.com/steps-improving-communication-skills/,"['molly', 'was', 'diagnosed', 'with', 'autism', 'at', 'age', 'two', 'she', 'was', 'quiet', 'almost', 'non', 'verbal', 'and', 'did', 'not', 'play', 'with', 'other', 'children', 'to', 'communicate', 'she', 'led', 'her', 'parents', 'to', 'what', 'she', 'wanted', 'or', 'needed', 'molly', 'also', 'had', 'severe', 'tantrums', 'and', 'trouble', 'maintaining', 'a', 'regular', 'sleep', 'pattern', 'she', 'did', 'not', 'appear', 'to', 'be', 'a', 'typical', 'two', 'year', 'old', 'she', 'seldom', 'smiled', 'or', 'continue', 'reading']"
113,Giving a Voice to Special Needs Kids Who Cannot Speak,https://www.autismparentingmagazine.com/,category-autism-articles,"Over the past 17 years, our program, Kid Pan Alley, worked with more than 40,000 children writing songs in schools throughout the country.  Those kids have written more than 2,700 songs, some of which were recorded by top entertainers such as Delbert McClinton, Sissy Spacek, Amy Grant, Kix Brooks, Suzy Bogguss and more.  One was… Continue Reading
",https://www.autismparentingmagazine.com/giving-voice-non-verbal-kids/,"['over', 'the', 'past', '17', 'years', 'our', 'program', 'kid', 'pan', 'alley', 'worked', 'with', 'more', 'than', '40', '000', 'children', 'writing', 'songs', 'in', 'schools', 'throughout', 'the', 'country', 'those', 'kids', 'have', 'written', 'more', 'than', '2', '700', 'songs', 'some', 'of', 'which', 'were', 'recorded', 'by', 'top', 'entertainers', 'such', 'as', 'delbert', 'mcclinton', 'sissy', 'spacek', 'amy', 'grant', 'kix', 'brooks', 'suzy', 'bogguss', 'and', 'more', 'one', 'was', 'continue', 'reading']"
114,5 Great Ways to Better Connect with Your Child with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"As a parent, a loving, emotional connection with your autism spectrum disorder (ASD) child is likely what you crave above all else.  Chances are that you feel robbed of this as a result of your child’s diagnosis. I know this feeling first-hand. My son (now 19) was diagnosed at the age of five after a… Continue Reading
",https://www.autismparentingmagazine.com/emotionally-connect-with-asd/,"['as', 'a', 'parent', 'a', 'loving', 'emotional', 'connection', 'with', 'your', 'autism', 'spectrum', 'disorder', 'asd', 'child', 'is', 'likely', 'what', 'you', 'crave', 'above', 'all', 'else', 'chances', 'are', 'that', 'you', 'feel', 'robbed', 'of', 'this', 'as', 'a', 'result', 'of', 'your', 'child', 's', 'diagnosis', 'i', 'know', 'this', 'feeling', 'first', 'hand', 'my', 'son', 'now', '19', 'was', 'diagnosed', 'at', 'the', 'age', 'of', 'five', 'after', 'a', 'continue', 'reading']"
115,The Important Difference Between Conversation and Communication with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"  It is amazing to watch the interaction between these two young, fun-loving adults.  Both are geniuses in their own way.  One is an artist. The other, a computer whiz.  And they both share a fantastic camaraderie.  They have a special connection and enjoy spending time with each other. They’re both blessed with a sense… Continue Reading
",https://www.autismparentingmagazine.com/conversation-communication-important-difference/,"['it', 'is', 'amazing', 'to', 'watch', 'the', 'interaction', 'between', 'these', 'two', 'young', 'fun', 'loving', 'adults', 'both', 'are', 'geniuses', 'in', 'their', 'own', 'way', 'one', 'is', 'an', 'artist', 'the', 'other', 'a', 'computer', 'whiz', 'and', 'they', 'both', 'share', 'a', 'fantastic', 'camaraderie', 'they', 'have', 'a', 'special', 'connection', 'and', 'enjoy', 'spending', 'time', 'with', 'each', 'other', 'they', 're', 'both', 'blessed', 'with', 'a', 'sense', 'continue', 'reading']"
116,Excellent New Ways to Help Your ASD Child Talk at School,https://www.autismparentingmagazine.com/,category-autism-articles,"We were chatting before our IEP (individualized education plan) team meeting.  Michael, Jacob’s Dad, was narrating the special moments he shared with his son. “Every morning Jacob and I wake up at 5 am. It’s Daddy-son time.  Jacob and I laugh as we play cars and Bat Man. Even when I don’t understand Jacob, it… Continue Reading
",https://www.autismparentingmagazine.com/excellent-new-ways-to-help-your-asd-child-talk-at-school/,"['we', 'were', 'chatting', 'before', 'our', 'iep', 'individualized', 'education', 'plan', 'team', 'meeting', 'michael', 'jacob', 's', 'dad', 'was', 'narrating', 'the', 'special', 'moments', 'he', 'shared', 'with', 'his', 'son', 'every', 'morning', 'jacob', 'and', 'i', 'wake', 'up', 'at', '5', 'am', 'it', 's', 'daddy', 'son', 'time', 'jacob', 'and', 'i', 'laugh', 'as', 'we', 'play', 'cars', 'and', 'bat', 'man', 'even', 'when', 'i', 'don', 't', 'understand', 'jacob', 'it', 'continue', 'reading']"
117,School Transitions – What You Need to Ask Special Education Needs Coordinators,https://www.autismparentingmagazine.com/,category-autism-articles,"Note: While the term Special Education Needs Coordinator (SENCO) is specific to the education system in the UK, the following information is valuable for any special education program. The transition to secondary school can be a challenging time for any parent, and there are a number of additional considerations for the transition from primary to… Continue Reading
",https://www.autismparentingmagazine.com/school-transitions-what-you-need-to-ask-special-education-needs-coordinators/,"['note', 'while', 'the', 'term', 'special', 'education', 'needs', 'coordinator', 'senco', 'is', 'specific', 'to', 'the', 'education', 'system', 'in', 'the', 'uk', 'the', 'following', 'information', 'is', 'valuable', 'for', 'any', 'special', 'education', 'program', 'the', 'transition', 'to', 'secondary', 'school', 'can', 'be', 'a', 'challenging', 'time', 'for', 'any', 'parent', 'and', 'there', 'are', 'a', 'number', 'of', 'additional', 'considerations', 'for', 'the', 'transition', 'from', 'primary', 'to', 'continue', 'reading']"
118,5 Ways to Deal When You Don’t Want to Talk About Your Loved One’s Disability,https://www.autismparentingmagazine.com/,category-autism-articles,"I recently attended a networking dinner during which one guest asked another to share a bit about her previous career in education. “I’m done with that part of my life; I don’t talk about it anymore,” the woman said without a moment’s hesitation. While initially her bluntness seemed fairly rude, later, I found myself admiring… Continue Reading
",https://www.autismparentingmagazine.com/5-ways-to-deal-when-you-dont-want-to-talk-about-your-loved-ones-disability/,"['i', 'recently', 'attended', 'a', 'networking', 'dinner', 'during', 'which', 'one', 'guest', 'asked', 'another', 'to', 'share', 'a', 'bit', 'about', 'her', 'previous', 'career', 'in', 'education', 'i', 'm', 'done', 'with', 'that', 'part', 'of', 'my', 'life', 'i', 'don', 't', 'talk', 'about', 'it', 'anymore', 'the', 'woman', 'said', 'without', 'a', 'moment', 's', 'hesitation', 'while', 'initially', 'her', 'bluntness', 'seemed', 'fairly', 'rude', 'later', 'i', 'found', 'myself', 'admiring', 'continue', 'reading']"
119,Helping Your ASD Teen Survive the Middle School Transition,https://www.autismparentingmagazine.com/,category-autism-articles,"Do you remember going into middle school?  You may have been excited to start but once you got there everything seemed different.  Teachers expected more, friends formed new alliances and left you behind, and you may have felt lost.  Transitioning into middle school is hard for any teen but particularly difficult for teens on the… Continue Reading
",https://www.autismparentingmagazine.com/helping-your-asd-teen-survive-the-middle-school-transition/,"['do', 'you', 'remember', 'going', 'into', 'middle', 'school', 'you', 'may', 'have', 'been', 'excited', 'to', 'start', 'but', 'once', 'you', 'got', 'there', 'everything', 'seemed', 'different', 'teachers', 'expected', 'more', 'friends', 'formed', 'new', 'alliances', 'and', 'left', 'you', 'behind', 'and', 'you', 'may', 'have', 'felt', 'lost', 'transitioning', 'into', 'middle', 'school', 'is', 'hard', 'for', 'any', 'teen', 'but', 'particularly', 'difficult', 'for', 'teens', 'on', 'the', 'continue', 'reading']"
120,Targeting Language Delays,https://www.autismparentingmagazine.com/,category-autism-articles,"By Caroline Lee Many children with autism spectrum disorder need assistance with their listening, language, and whole-word reading skills. The book, Targeting Language Delays: IEP Goals & Activities for Students with Developmental Challenges, written by Speech-Language Pathologist Caroline Lee, sequentially teaches these vital skills using more than 100 goals and activities that can be used… Continue Reading
",https://www.autismparentingmagazine.com/targeting-language-delays/,"['by', 'caroline', 'lee', 'many', 'children', 'with', 'autism', 'spectrum', 'disorder', 'need', 'assistance', 'with', 'their', 'listening', 'language', 'and', 'whole', 'word', 'reading', 'skills', 'the', 'book', 'targeting', 'language', 'delays', 'iep', 'goals', 'activities', 'for', 'students', 'with', 'developmental', 'challenges', 'written', 'by', 'speech', 'language', 'pathologist', 'caroline', 'lee', 'sequentially', 'teaches', 'these', 'vital', 'skills', 'using', 'more', 'than', '100', 'goals', 'and', 'activities', 'that', 'can', 'be', 'used', 'continue', 'reading']"
121,June Photo Contest,https://www.autismparentingmagazine.com/,category-competition,"    Win all of our back issues worth $239 & get a chance for your photo to be featured in our August cover! Click the link for more details: http://bit.ly/APMagPhotoContest       Continue Reading
",https://www.autismparentingmagazine.com/photocontest/,"['win', 'all', 'of', 'our', 'back', 'issues', 'worth', '239', 'get', 'a', 'chance', 'for', 'your', 'photo', 'to', 'be', 'featured', 'in', 'our', 'august', 'cover', 'click', 'the', 'link', 'for', 'more', 'details', 'http', 'bit', 'ly', 'apmagphotocontest', 'continue', 'reading']"
122,An Aspie Life Living the College Life,https://www.autismparentingmagazine.com/,category-autism-articles,"College is already a tough transition for teens everywhere.  So naturally, it’s a little more difficult when you process social information slower and your anxiety is always at a 10 on a scale of 1-5!  College overall has been a different, but nice, transition. I think that it is mainly due to the fact that… Continue Reading
",https://www.autismparentingmagazine.com/aspie-life-college-life/,"['college', 'is', 'already', 'a', 'tough', 'transition', 'for', 'teens', 'everywhere', 'so', 'naturally', 'it', 's', 'a', 'little', 'more', 'difficult', 'when', 'you', 'process', 'social', 'information', 'slower', 'and', 'your', 'anxiety', 'is', 'always', 'at', 'a', '10', 'on', 'a', 'scale', 'of', '1', '5', 'college', 'overall', 'has', 'been', 'a', 'different', 'but', 'nice', 'transition', 'i', 'think', 'that', 'it', 'is', 'mainly', 'due', 'to', 'the', 'fact', 'that', 'continue', 'reading']"
123,The Best Academic Choice for Your Child’s Needs – A Special Guide to Educational Options,https://www.autismparentingmagazine.com/,category-autism-articles,"As parents who quickly become attuned to our child’s strengths, struggles, and achievements, it can be daunting to imagine handing our kid off to a teacher come August. We hope these new adults in our child’s life understand our child just as well as we do. Selecting the right academic environment for your student may… Continue Reading
",https://www.autismparentingmagazine.com/educational-options-special-guide/,"['as', 'parents', 'who', 'quickly', 'become', 'attuned', 'to', 'our', 'child', 's', 'strengths', 'struggles', 'and', 'achievements', 'it', 'can', 'be', 'daunting', 'to', 'imagine', 'handing', 'our', 'kid', 'off', 'to', 'a', 'teacher', 'come', 'august', 'we', 'hope', 'these', 'new', 'adults', 'in', 'our', 'child', 's', 'life', 'understand', 'our', 'child', 'just', 'as', 'well', 'as', 'we', 'do', 'selecting', 'the', 'right', 'academic', 'environment', 'for', 'your', 'student', 'may', 'continue', 'reading']"
124,Autism Schools and Education Facilities – The Ultimate Guide,https://www.autismparentingmagazine.com/,category-autism-articles,"As we all know, no two children diagnosed with autism spectrum disorder are alike.  Experts agree, children with autism learn differently and have a wide range of developmental and educational needs. Unfortunately, teachers and support staff are often unfamiliar with the special needs of kids diagnosed with autism and struggle to teach them effectively.  And,… Continue Reading
",https://www.autismparentingmagazine.com/autism-schools/,"['as', 'we', 'all', 'know', 'no', 'two', 'children', 'diagnosed', 'with', 'autism', 'spectrum', 'disorder', 'are', 'alike', 'experts', 'agree', 'children', 'with', 'autism', 'learn', 'differently', 'and', 'have', 'a', 'wide', 'range', 'of', 'developmental', 'and', 'educational', 'needs', 'unfortunately', 'teachers', 'and', 'support', 'staff', 'are', 'often', 'unfamiliar', 'with', 'the', 'special', 'needs', 'of', 'kids', 'diagnosed', 'with', 'autism', 'and', 'struggle', 'to', 'teach', 'them', 'effectively', 'and', 'continue', 'reading']"
125,10 Digital Tools That Can Help Your Special Needs Child,https://www.autismparentingmagazine.com/,category-autism-articles,"In my practice as an educator, I worked with children who had different needs, as well as different strengths, that balanced their shortcomings.  No child is the same as the other, autistic or neurotypical, so it’s very difficult to generalize.  I should mention, however, that my experience is mostly with children of preschool and elementary… Continue Reading
",https://www.autismparentingmagazine.com/digital-tools-can-help-special-needs-child/,"['in', 'my', 'practice', 'as', 'an', 'educator', 'i', 'worked', 'with', 'children', 'who', 'had', 'different', 'needs', 'as', 'well', 'as', 'different', 'strengths', 'that', 'balanced', 'their', 'shortcomings', 'no', 'child', 'is', 'the', 'same', 'as', 'the', 'other', 'autistic', 'or', 'neurotypical', 'so', 'it', 's', 'very', 'difficult', 'to', 'generalize', 'i', 'should', 'mention', 'however', 'that', 'my', 'experience', 'is', 'mostly', 'with', 'children', 'of', 'preschool', 'and', 'elementary', 'continue', 'reading']"
126,8 Important IEP Decrees the School Owes You Now!,https://www.autismparentingmagazine.com/,category-autism-articles,"While there are many available ‘tips’ for parents to read up on before going to their child’s Individualized Educational Plan (IEP meeting), the focus of this article will be what the school is obligated to provide you, the parent, prior to, during, and following the IEP meeting. Keep these important points in mind to ensure your child… Continue Reading
",https://www.autismparentingmagazine.com/important-iep-decrees-at-school/,"['while', 'there', 'are', 'many', 'available', 'tips', 'for', 'parents', 'to', 'read', 'up', 'on', 'before', 'going', 'to', 'their', 'child', 's', 'individualized', 'educational', 'plan', 'iep', 'meeting', 'the', 'focus', 'of', 'this', 'article', 'will', 'be', 'what', 'the', 'school', 'is', 'obligated', 'to', 'provide', 'you', 'the', 'parent', 'prior', 'to', 'during', 'and', 'following', 'the', 'iep', 'meeting', 'keep', 'these', 'important', 'points', 'in', 'mind', 'to', 'ensure', 'your', 'child', 'continue', 'reading']"
127,Ways to Achieve Tele-Conference Course Success with Special Abilities,https://www.autismparentingmagazine.com/,category-autism-articles,"Online and tele-conference courses have become prevalent in secondary and post secondary institutions, especially in rural areas.  I have heard more than once that being able to learn in this way is a life skill.  My son was diagnosed as high-functioning autistic when he was three-and-a-half years old. Throughout his education, he has had many… Continue Reading
",https://www.autismparentingmagazine.com/achieve-teleconference-course-success-with-special-abilities/,"['online', 'and', 'tele', 'conference', 'courses', 'have', 'become', 'prevalent', 'in', 'secondary', 'and', 'post', 'secondary', 'institutions', 'especially', 'in', 'rural', 'areas', 'i', 'have', 'heard', 'more', 'than', 'once', 'that', 'being', 'able', 'to', 'learn', 'in', 'this', 'way', 'is', 'a', 'life', 'skill', 'my', 'son', 'was', 'diagnosed', 'as', 'high', 'functioning', 'autistic', 'when', 'he', 'was', 'three', 'and', 'a', 'half', 'years', 'old', 'throughout', 'his', 'education', 'he', 'has', 'had', 'many', 'continue', 'reading']"
128,Expert Advice: Bridging the Gap Between Learning and Living,https://www.autismparentingmagazine.com/,category-autism-articles,"The human story shifts when people resist continuing in a method that is not working for them or their loved ones.  Our current approach to educating individuals with Autism Spectrum Disorder is not working.  Only when families of loved ones with autism begin to resist this approach, while identifying a better alternative, will the story… Continue Reading
",https://www.autismparentingmagazine.com/bridging-gaps-learning-and-living/,"['the', 'human', 'story', 'shifts', 'when', 'people', 'resist', 'continuing', 'in', 'a', 'method', 'that', 'is', 'not', 'working', 'for', 'them', 'or', 'their', 'loved', 'ones', 'our', 'current', 'approach', 'to', 'educating', 'individuals', 'with', 'autism', 'spectrum', 'disorder', 'is', 'not', 'working', 'only', 'when', 'families', 'of', 'loved', 'ones', 'with', 'autism', 'begin', 'to', 'resist', 'this', 'approach', 'while', 'identifying', 'a', 'better', 'alternative', 'will', 'the', 'story', 'continue', 'reading']"
129,How to Find the Best Educational Services for Your Child with ASD,https://www.autismparentingmagazine.com/,category-autism-articles,"Once a student is identified with special needs and embarks upon his/her educational journey on the special education path, various avenues and bridges open that offer an array of related services.  Oftentimes, parents and general educators may not know the who or the what of those specialists that come to support the student’s needs through… Continue Reading
",https://www.autismparentingmagazine.com/find-best-autism-educational-services/,"['once', 'a', 'student', 'is', 'identified', 'with', 'special', 'needs', 'and', 'embarks', 'upon', 'his', 'her', 'educational', 'journey', 'on', 'the', 'special', 'education', 'path', 'various', 'avenues', 'and', 'bridges', 'open', 'that', 'offer', 'an', 'array', 'of', 'related', 'services', 'oftentimes', 'parents', 'and', 'general', 'educators', 'may', 'not', 'know', 'the', 'who', 'or', 'the', 'what', 'of', 'those', 'specialists', 'that', 'come', 'to', 'support', 'the', 'student', 's', 'needs', 'through', 'continue', 'reading']"
130,10 Reasons Homeschooling May Be the Best Choice for Your Child with Autism,https://www.autismparentingmagazine.com/,category-autism-articles,"Allow me to introduce myself.  I’m a former elementary school teacher who had no desire to homeschool.  However, the six weeks my son with Autism Spectrum Disorder (ASD) spent in a regular preschool were the worst six weeks of our lives.  He became a completely different child.  Moving to a developmental delay preschool room helped,… Continue Reading
",https://www.autismparentingmagazine.com/homeschooling-may-be-best-choice/,"['allow', 'me', 'to', 'introduce', 'myself', 'i', 'm', 'a', 'former', 'elementary', 'school', 'teacher', 'who', 'had', 'no', 'desire', 'to', 'homeschool', 'however', 'the', 'six', 'weeks', 'my', 'son', 'with', 'autism', 'spectrum', 'disorder', 'asd', 'spent', 'in', 'a', 'regular', 'preschool', 'were', 'the', 'worst', 'six', 'weeks', 'of', 'our', 'lives', 'he', 'became', 'a', 'completely', 'different', 'child', 'moving', 'to', 'a', 'developmental', 'delay', 'preschool', 'room', 'helped', 'continue', 'reading']"
131,Ways Your Child with ASD Can Benefit from Special Education,https://www.autismparentingmagazine.com/,category-autism-articles,"Chances are if you have a child on the autism spectrum, you are or are going to be very familiar with special education.  Before I had my own sons with autism, I received my bachelors in Special Education from Southern Illinois University at Edwardsville. After graduating, I was a substitute teacher and then landed a… Continue Reading
",https://www.autismparentingmagazine.com/special-education-benefits/,"['chances', 'are', 'if', 'you', 'have', 'a', 'child', 'on', 'the', 'autism', 'spectrum', 'you', 'are', 'or', 'are', 'going', 'to', 'be', 'very', 'familiar', 'with', 'special', 'education', 'before', 'i', 'had', 'my', 'own', 'sons', 'with', 'autism', 'i', 'received', 'my', 'bachelors', 'in', 'special', 'education', 'from', 'southern', 'illinois', 'university', 'at', 'edwardsville', 'after', 'graduating', 'i', 'was', 'a', 'substitute', 'teacher', 'and', 'then', 'landed', 'a', 'continue', 'reading']"
132,Top Ways Autistic Teens Can Transition to the Workplace,https://www.autismparentingmagazine.com/,category-autism-articles,"“I need to have some tangible success in my life. I want to get up in the morning…and think, Okay, I’m going to work. What am I going to do today at work? And when I come home in the evening feel like I’ve had a long fulfilling day and I’m earning my money. That… Continue Reading
",https://www.autismparentingmagazine.com/autistic-teens-workplace-transition/,"['i', 'need', 'to', 'have', 'some', 'tangible', 'success', 'in', 'my', 'life', 'i', 'want', 'to', 'get', 'up', 'in', 'the', 'morning', 'and', 'think', 'okay', 'i', 'm', 'going', 'to', 'work', 'what', 'am', 'i', 'going', 'to', 'do', 'today', 'at', 'work', 'and', 'when', 'i', 'come', 'home', 'in', 'the', 'evening', 'feel', 'like', 'i', 've', 'had', 'a', 'long', 'fulfilling', 'day', 'and', 'i', 'm', 'earning', 'my', 'money', 'that', 'continue', 'reading']"
133,Exciting Campaign Launched to Tackle the Autism Employment Gap,https://www.autismparentingmagazine.com/,category-autism-advocacy,"It will be some time before we see a positive result, but the opening shots have been fired in a campaign to encourage the UK Government to tackle the autism employment gap once and for all. High-flying politicians, like Government Minister Penny Mordaunt, have come out in support of the UK’s National Autistic Society (NAS),… Continue Reading
",https://www.autismparentingmagazine.com/autism-employment-gap-campaign/,"['it', 'will', 'be', 'some', 'time', 'before', 'we', 'see', 'a', 'positive', 'result', 'but', 'the', 'opening', 'shots', 'have', 'been', 'fired', 'in', 'a', 'campaign', 'to', 'encourage', 'the', 'uk', 'government', 'to', 'tackle', 'the', 'autism', 'employment', 'gap', 'once', 'and', 'for', 'all', 'high', 'flying', 'politicians', 'like', 'government', 'minister', 'penny', 'mordaunt', 'have', 'come', 'out', 'in', 'support', 'of', 'the', 'uk', 's', 'national', 'autistic', 'society', 'nas', 'continue', 'reading']"
134,5 Practical Ways to Help Adults with Autism Gain Employment,https://www.autismparentingmagazine.com/,category-autism-articles,"After I graduated from Oral Roberts University with a Master of Divinity, I was employed four years as a youth pastor. When metro Detroit experienced harsh economic conditions due to the automotive industry I found myself unemployed. For the next two years I struggled for steady employment and sank into a finical sinkhole, unable to… Continue Reading
",https://www.autismparentingmagazine.com/5-practical-ways-to-help-adults-with-autism-gain-employment/,"['after', 'i', 'graduated', 'from', 'oral', 'roberts', 'university', 'with', 'a', 'master', 'of', 'divinity', 'i', 'was', 'employed', 'four', 'years', 'as', 'a', 'youth', 'pastor', 'when', 'metro', 'detroit', 'experienced', 'harsh', 'economic', 'conditions', 'due', 'to', 'the', 'automotive', 'industry', 'i', 'found', 'myself', 'unemployed', 'for', 'the', 'next', 'two', 'years', 'i', 'struggled', 'for', 'steady', 'employment', 'and', 'sank', 'into', 'a', 'finical', 'sinkhole', 'unable', 'to', 'continue', 'reading']"
135,Going Green while Creating Jobs for People on the Spectrum,https://www.autismparentingmagazine.com/,category-autism-articles,"Imagine turning used toys into a sustainable green business that creates employment for people with autism and other challenges. PreLOVED Toys Inc., a San Francisco Bay Area 501(c)(3) nonprofit, proposes to do just that.  Discouraged by the lack of full time employment opportunities for my college-educated son who has Asperger syndrome, and so many others like him, I thought… Continue Reading
",https://www.autismparentingmagazine.com/going-green-while-creating-jobs-for-people-on-the-spectrum/,"['imagine', 'turning', 'used', 'toys', 'into', 'a', 'sustainable', 'green', 'business', 'that', 'creates', 'employment', 'for', 'people', 'with', 'autism', 'and', 'other', 'challenges', 'preloved', 'toys', 'inc', 'a', 'san', 'francisco', 'bay', 'area', '501', 'c', '3', 'nonprofit', 'proposes', 'to', 'do', 'just', 'that', 'discouraged', 'by', 'the', 'lack', 'of', 'full', 'time', 'employment', 'opportunities', 'for', 'my', 'college', 'educated', 'son', 'who', 'has', 'asperger', 'syndrome', 'and', 'so', 'many', 'others', 'like', 'him', 'i', 'thought', 'continue', 'reading']"
136,Workplace Opportunities For All People On The Spectrum,https://www.autismparentingmagazine.com/,category-autism-articles,"If you are the parent of a teenager with autism you may have already begun to think about what adulthood will bring for your child with respect to viable living options, access to necessary services and social opportunities. If you are the parent of a “high-functioning” teen, you may allow yourself to picture a future… Continue Reading
",https://www.autismparentingmagazine.com/workplace-opportunities-for-all-people-on-the-spectrum/,"['if', 'you', 'are', 'the', 'parent', 'of', 'a', 'teenager', 'with', 'autism', 'you', 'may', 'have', 'already', 'begun', 'to', 'think', 'about', 'what', 'adulthood', 'will', 'bring', 'for', 'your', 'child', 'with', 'respect', 'to', 'viable', 'living', 'options', 'access', 'to', 'necessary', 'services', 'and', 'social', 'opportunities', 'if', 'you', 'are', 'the', 'parent', 'of', 'a', 'high', 'functioning', 'teen', 'you', 'may', 'allow', 'yourself', 'to', 'picture', 'a', 'future', 'continue', 'reading']"
137,Securing the Future for Your Child with Special Needs,https://www.autismparentingmagazine.com/,category-autism-articles,"I was fortunate enough to join a contingent with The Arc of North Carolina and attend the 2017 Disability Policy Seminar in Washington, DC in March.  It was an incredible learning experience, as I came to better understand the inner workings of our political system and the impact our legislators have on the government benefit… Continue Reading
",https://www.autismparentingmagazine.com/securing-the-future-for-child/,"['i', 'was', 'fortunate', 'enough', 'to', 'join', 'a', 'contingent', 'with', 'the', 'arc', 'of', 'north', 'carolina', 'and', 'attend', 'the', '2017', 'disability', 'policy', 'seminar', 'in', 'washington', 'dc', 'in', 'march', 'it', 'was', 'an', 'incredible', 'learning', 'experience', 'as', 'i', 'came', 'to', 'better', 'understand', 'the', 'inner', 'workings', 'of', 'our', 'political', 'system', 'and', 'the', 'impact', 'our', 'legislators', 'have', 'on', 'the', 'government', 'benefit', 'continue', 'reading']"
138,Should Our Family Move to Improve Special Need Services?,https://www.autismparentingmagazine.com/,category-autism-articles,"We are considering moving our family to another school district in the hopes of improving the in-school experience and services for our daughter.  What should we be considering? —James As you know, moving your family is a big decision.  It may change many aspects of your family life including the commute time for Mom and/or… Continue Reading
",https://www.autismparentingmagazine.com/move-improving-special-needs-services/,"['we', 'are', 'considering', 'moving', 'our', 'family', 'to', 'another', 'school', 'district', 'in', 'the', 'hopes', 'of', 'improving', 'the', 'in', 'school', 'experience', 'and', 'services', 'for', 'our', 'daughter', 'what', 'should', 'we', 'be', 'considering', 'james', 'as', 'you', 'know', 'moving', 'your', 'family', 'is', 'a', 'big', 'decision', 'it', 'may', 'change', 'many', 'aspects', 'of', 'your', 'family', 'life', 'including', 'the', 'commute', 'time', 'for', 'mom', 'and', 'or', 'continue', 'reading']"
